City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
175,inari,68.906,27.0288,-10.7,75,21,3.87,FI,1733352365
176,nowshahr,36.649,51.496,11.52,70,0,1.61,IR,1733352358
177,geraldton,-28.7667,114.6,17.23,77,100,5.66,AU,1733352367
178,turtas,58.9417,69.1325,-1.73,90,100,4.6,RU,1733352368
179,susuman,62.7833,148.1667,-22.36,100,100,0.47,RU,1733352329
180,mount gambier,-37.8333,140.7667,25.26,31,0,3.92,AU,1733352370
181,keflavik,64.0049,-22.5624,0.24,100,100,8.23,IS,1733352371
182,navoloki,57.4657,41.9634,-4.77,87,5,2.87,RU,1733352372
183,saldus,56.6636,22.4881,-1.98,94,100,5.41,LV,1733352373
184,jamestown,42.097,-79.2353,-1.1,73,100,8.23,US,1733352185
185,karratha,-20.7377,116.8463,28.93,33,11,4.65,AU,1733352375
186,taksimo,56.3444,114.8794,-22.72,91,54,1.77,RU,1733352376
187,ninh binh,20.2539,105.975,21.76,82,100,1.48,VN,1733352377
188,acarau,-2.8856,-40.12,25.49,84,100,4.73,BR,1733352378
189,midvagur,62.0511,-7.1939,6.46,93,100,16.46,FO,1733352379
190,zhatay,62.1594,129.8294,-27.97,76,0,2.0,RU,1733352380
191,luganville,-15.5333,167.1667,29.29,76,63,4.93,VU,1733352381
192,vengerovo,55.6848,76.7471,-10.23,96,78,3.93,RU,1733352383
193,zhosaly,45.4878,64.0781,-1.16,81,27,3.53,KZ,1733352384
194,karasu,41.071,30.7854,8.83,89,88,3.64,TR,1733352385
195,enewetak,11.3474,162.3373,28.41,81,54,7.75,MH,1733352386
196,urengoy,65.9667,78.3667,-2.59,97,100,4.73,RU,1733352387
197,rikaze,29.25,88.8833,-2.94,29,0,1.49,CN,1733352388
198,titlagarh,20.3,83.15,21.09,68,4,0.87,IN,1733352389
199,atafu village,-8.5421,-172.5159,28.92,62,44,7.06,TK,1733352390
200,retreat,38.8245,-85.8533,5.16,71,61,7.89,US,1733352391
201,tralee,52.2704,-9.7026,12.07,89,83,5.88,IE,1733352392
202,bol,13.4586,14.7147,22.73,37,22,7.65,TD,1733352393
203,orange,33.7,-117.7675,21.14,64,0,3.09,US,1733352394
204,qamdo,31.1667,97.2333,-5.52,43,1,0.28,CN,1733352395
205,kununurra,-15.7667,128.7333,27.99,89,100,1.54,AU,1733352396
206,smithers,54.7804,-127.1743,3.18,100,75,1.54,CA,1733352398
207,gamba,-2.65,10.0,23.64,92,97,2.02,GA,1733352399
208,turpan,42.9333,89.1667,-0.03,75,0,0.56,CN,1733352400
209,orichi,58.4036,49.0572,-5.99,87,97,4.73,RU,1733352401
210,keokuk,40.3973,-91.3849,7.18,57,100,8.75,US,1733352128
211,margate,51.3813,1.3862,9.37,82,100,0.89,GB,1733352403
212,tara,56.8944,74.371,-5.97,97,97,3.76,RU,1733352404
213,farah,32.5,62.5,6.3,38,0,1.03,AF,1733352405
214,nuuk,64.1835,-51.7216,-4.66,86,75,2.57,GL,1733352406
215,quixada,-4.9714,-39.0153,26.12,67,42,3.76,BR,1733352407
216,villa gesell,-37.2639,-56.973,20.67,55,55,5.63,AR,1733352408
217,sitka,57.0531,-135.33,7.94,93,75,2.57,US,1733352409
218,restrepo,3.822,-76.5224,19.89,97,88,2.31,CO,1733352410
219,st. john's,47.5649,-52.7093,-1.58,79,40,4.63,CA,1733352402
220,ilha de mocambique,-15.0342,40.7358,26.47,81,18,4.57,MZ,1733352412
221,isangel,-19.55,169.2667,28.06,83,75,2.57,VU,1733352413
222,quellon,-43.1167,-73.6167,11.98,89,91,2.63,CL,1733352415
223,port alfred,-33.5906,26.891,18.99,92,75,2.63,ZA,1733352416
224,sinabang,2.4803,96.3801,24.97,86,100,1.73,ID,1733352417
225,codrington,-38.2667,141.9667,24.08,47,1,3.84,AU,1733352418
226,kailua-kona,19.6406,-155.9956,28.64,80,20,4.12,US,1733352419
227,touros,-5.1989,-35.4608,26.01,74,97,5.04,BR,1733352420
228,zaoyang,32.1272,112.7542,5.55,83,33,1.34,CN,1733352421
229,santo antonio,-6.3106,-35.4789,24.61,78,71,2.8,BR,1733352422
230,kruisfontein,-34.0033,24.7314,16.12,85,93,2.78,ZA,1733352423
231,hithadhoo,-0.6,73.0833,27.35,77,52,6.48,MV,1733352424
232,isafjordur,66.0755,-23.124,-4.76,87,100,4.96,IS,1733352426
233,natal,-5.795,-35.2094,27.12,74,40,4.12,BR,1733352276
234,punta arenas,-53.15,-70.9167,9.06,61,75,8.23,CL,1733352198
235,bam,29.106,58.357,7.49,33,0,0.46,IR,1733352430
236,zharkent,44.1628,80.0,-1.64,53,0,1.35,KZ,1733352431
237,howrah,22.5892,88.3103,19.0,88,2,0.0,IN,1733352432
238,whitehorse,60.7161,-135.0538,2.79,87,75,7.72,CA,1733352433
239,great falls,47.5002,-111.3008,7.66,49,0,2.57,US,1733352408
240,nar'yan-mar,67.6713,53.087,-7.12,88,66,3.87,RU,1733352435
241,ranchettes,41.2186,-104.7903,12.91,24,0,5.66,US,1733352436
242,taree,-31.9,152.4667,24.56,85,98,1.02,AU,1733352437
243,noumea,-22.2763,166.4572,29.44,99,49,6.57,NC,1733352438
244,banff,51.1762,-115.5698,1.21,69,69,4.63,CA,1733352439
245,tuburan,6.6439,122.2736,26.9,79,100,1.86,PH,1733352440
246,huesca,42.1362,-0.4087,2.38,87,0,2.06,ES,1733352441
247,sergeyevka,53.88,67.4158,-7.95,94,26,5.4,KZ,1733352443
248,porto novo,6.4965,2.6036,28.9,83,2,2.76,BJ,1733352444
249,nchelenge,-9.3451,28.734,21.27,87,99,3.3,ZM,1733352445
250,salinopolis,-0.6136,-47.3561,26.56,82,82,5.35,BR,1733352446
251,myrina,39.8797,25.0742,9.58,87,20,2.06,GR,1733352447
252,sao vicente,-23.9631,-46.3919,21.24,87,100,4.57,BR,1733352448
253,prado,-17.3411,-39.2208,25.03,82,36,6.03,BR,1733352449
254,mon,26.75,95.1,11.66,87,0,1.58,IN,1733352319
255,queenstown,-31.8976,26.8753,14.18,97,47,1.14,ZA,1733352346
256,prince rupert,54.3161,-130.3201,10.05,82,100,9.77,CA,1733352452
257,chul'man,56.8479,124.9104,-20.01,93,100,4.84,RU,1733352453
258,san rafael,-34.6177,-68.3301,26.91,27,20,5.85,AR,1733352047
259,hotan,37.0997,79.9269,-1.38,41,18,0.25,CN,1733352455
260,toguchin,55.2353,84.3858,-9.78,93,92,4.76,RU,1733352456
261,kargalinskaya,43.7417,46.4792,8.23,91,97,4.04,RU,1733352457
262,cankaya,39.9179,32.8627,4.95,95,75,1.54,TR,1733352458
263,cangzhou,38.3167,116.8667,0.38,53,0,3.09,CN,1733352459
264,damghan,36.1683,54.348,1.2,49,0,0.57,IR,1733352211
265,hereford,52.0568,-2.7148,11.49,94,100,1.79,GB,1733352462
266,tsetserleg,47.475,101.4542,-11.43,72,74,2.26,MN,1733352463
267,oranjemund,-28.55,16.4333,15.36,93,36,0.44,NA,1733352464
268,altai,46.3722,96.2583,-14.85,71,0,0.85,MN,1733352465
269,luderitz,-26.6481,15.1594,16.64,71,44,6.24,NA,1733352466
270,fale old settlement,-9.3852,-171.2468,28.67,66,34,6.86,TK,1733352467
271,nagqu,31.5,92.0,-9.8,19,0,0.62,CN,1733352468
272,guiping,23.3925,110.0814,16.3,69,6,2.12,CN,1733352469
273,bodaybo,57.8506,114.1933,-31.32,100,100,0.58,RU,1733352321
274,cozumel,20.5083,-86.9458,22.19,76,60,5.56,MX,1733352471
275,los osos,35.3111,-120.8324,24.65,67,0,2.93,US,1733352472
276,cooper's town,26.8667,-77.5167,19.61,57,85,4.29,BS,1733352473
277,colac,-38.3333,143.5833,22.27,43,0,2.09,AU,1733352474
278,soderhamn,61.3037,17.0592,-6.27,91,85,1.44,SE,1733352475
279,sandwip,22.4678,91.4561,21.59,62,2,5.33,BD,1733352476
280,chernyshevsk,52.5243,117.0174,-15.75,96,100,1.46,RU,1733352477
281,hobyo,5.3505,48.5268,25.88,71,5,8.7,SO,1733352479
282,howard springs,-12.497,131.047,27.12,100,100,2.06,AU,1733352480
283,rongelap,11.1635,166.8941,28.09,81,81,8.87,MH,1733352481
284,byerazino,53.8391,28.9879,-0.69,88,100,2.9,BY,1733352482
285,fortuna,40.5982,-124.1573,13.88,85,0,5.66,US,1733352483
286,thunder bay,48.4001,-89.3168,-10.01,62,100,12.35,CA,1733352484
287,opuwo,-18.0607,13.84,20.73,30,1,2.72,NA,1733352485
288,arteche,12.2645,125.4048,26.92,85,99,2.84,PH,1733352486
289,los corrales de buelna,43.2636,-4.0726,10.14,83,100,1.02,ES,1733352487
290,san antonio de pale,-1.4014,5.6325,26.34,79,77,1.85,GQ,1733352488
291,narvik,68.4384,17.4272,-3.19,69,100,3.24,NO,1733352489
292,antalaha,-14.9003,50.2788,22.53,86,18,1.82,MG,1733352490
293,bangor,54.6534,-5.669,11.73,96,75,6.17,GB,1733352491
294,barmer,25.75,71.3833,16.79,35,2,2.55,IN,1733352492
295,west plains,36.7281,-91.8524,16.46,41,0,3.6,US,1733352493
296,urangan,-25.3,152.9,25.52,74,99,4.75,AU,1733352494
297,zacatecas,23.0,-103.0,18.1,18,38,5.69,MX,1733352496
298,lebu,-37.6167,-73.65,13.6,68,100,3.53,CL,1733352436
299,laguna,38.421,-121.4238,19.47,56,0,0.0,US,1733352498
300,tazacorte,28.629,-17.9293,20.64,70,20,8.05,ES,1733352499
301,haiku-pauwela,20.9219,-156.3051,28.01,67,20,4.12,US,1733352500
302,port-vila,-17.7338,168.3219,29.78,79,75,4.63,VU,1733352501
303,sokolka,53.4072,23.5023,1.89,91,100,3.2,PL,1733352502
304,murzuq,25.9155,13.9184,11.49,42,71,1.5,LY,1733352503
305,suarez,2.954,-76.6964,23.76,96,85,2.02,CO,1733352504
306,grosseto,42.8333,11.25,9.83,66,40,7.2,IT,1733352505
307,newman,37.3138,-121.0208,17.81,60,0,0.89,US,1733352506
308,flying fish cove,-10.4217,105.6791,25.82,88,100,3.6,CX,1733352507
309,bela vista do paraiso,-22.9967,-51.1906,21.44,83,65,4.44,BR,1733352508
310,gadzhiyevo,69.2551,33.3362,-11.68,89,26,5.59,RU,1733352509
311,hilton,43.2881,-77.7933,2.32,64,100,4.02,US,1733352511
312,kapa'a,22.0752,-159.319,26.93,84,75,2.06,US,1733352512
313,sarykemer,43.0,71.5,-1.29,77,83,2.07,KZ,1733352513
314,amga,60.8953,131.9608,-23.01,89,100,2.08,RU,1733352514
315,fortaleza,-3.7227,-38.5247,26.07,89,40,2.57,BR,1733351917
316,timimoun,29.2639,0.231,17.21,31,0,2.06,DZ,1733352516
317,holmsund,63.706,20.3641,-9.03,86,75,1.03,SE,1733352517
318,san patricio,28.017,-97.5169,20.97,76,100,0.66,US,1733352518
319,minas de marcona,-15.2119,-75.1103,16.66,81,37,7.26,PE,1733352519
320,vilhena,-12.7406,-60.1458,23.12,94,75,3.6,BR,1733352520
321,gualaceo,-2.9,-78.7833,18.81,95,100,0.47,EC,1733352521
322,kalmunai,7.4167,81.8167,25.45,84,99,2.1,LK,1733352522
323,cerro maggiore,45.5953,8.9502,5.08,78,0,1.71,IT,1733352523
324,shushenskoye,53.325,91.9356,-0.78,79,100,4.93,RU,1733352525
325,carnarvon,-24.8667,113.6333,22.33,70,5,10.32,AU,1733352526
326,georgetown,5.4112,100.3354,25.96,88,40,1.54,MY,1733352523
327,westerland,54.9079,8.3033,4.96,93,100,3.6,DE,1733352529
328,rodniki,57.1051,41.7305,-4.79,87,7,3.44,RU,1733352530
329,betio village,1.358,172.9211,31.02,79,8,8.54,KI,1733352531
330,weno,7.4515,151.8468,26.97,89,100,2.57,FM,1733352533
331,chibougamau,49.9168,-74.3659,-5.21,93,100,6.17,CA,1733352370
332,mikuni,36.2171,136.1519,10.74,60,100,6.26,JP,1733352535
333,rockland,41.1668,-74.0496,3.31,56,100,5.08,US,1733352536
334,kavieng,-2.5744,150.7967,29.63,74,100,5.93,PG,1733352537
335,pariaman,-0.619,100.12,23.03,76,100,1.98,ID,1733352538
336,san agustin de valle fertil,-30.6335,-67.4682,27.01,25,0,8.62,AR,1733352540
337,mar del plata,-38.0023,-57.5575,25.01,44,0,8.23,AR,1733351737
338,kirakira,-10.4544,161.9205,30.5,71,100,5.09,SB,1733352542
339,jiangzi,28.95,89.6333,-8.86,56,0,1.57,CN,1733352543
340,vodnyy,63.5046,53.4095,-2.99,88,100,7.2,RU,1733352544
341,diego de almagro,-26.3667,-70.05,22.74,20,48,3.58,CL,1733352545
342,badger,64.8,-147.5333,-9.79,85,75,0.0,US,1733352546
343,huazhou,21.6333,110.5833,16.91,86,18,1.74,CN,1733352547
344,venice,27.0998,-82.4543,18.35,72,1,1.34,US,1733352481
345,sao felix do xingu,-6.6447,-51.995,24.58,85,100,0.55,BR,1733352549
346,arecibo,18.4724,-66.7157,28.49,80,93,0.89,PR,1733352439
347,itacarambi,-15.1022,-44.0919,22.21,95,100,0.89,BR,1733352551
348,puerto baquerizo moreno,-0.9,-89.6,25.55,69,40,6.69,EC,1733352552
349,eureka,40.8021,-124.1637,14.03,80,0,0.45,US,1733352553
350,nizhnesortymskiy,62.4397,71.7603,-2.63,93,100,8.28,RU,1733352554
351,mammoth lakes,37.6485,-118.9721,5.4,42,0,0.0,US,1733352555
352,bubaque,11.2833,-15.8333,28.0,56,100,8.08,GW,1733352557
353,sheregesh,52.9209,87.9869,-5.93,98,100,1.21,RU,1733352558
354,kulim,5.365,100.5618,24.75,92,100,0.93,MY,1733352559
355,kish,26.5578,54.0194,21.15,73,0,2.06,IR,1733352560
356,cananeia,-25.0147,-47.9267,21.34,75,100,3.11,BR,1733352562
357,holualoa,19.6228,-155.9522,26.57,84,20,4.12,US,1733352563
358,tchintabaraden,15.8969,5.7985,19.4,16,11,4.46,NE,1733352564
359,ponta delgada,37.7333,-25.6667,18.44,82,75,3.6,PT,1733352565
360,tartagal,-22.5164,-63.8013,20.24,71,84,0.75,AR,1733352566
361,usinsk,65.9939,57.5281,-6.66,92,100,7.86,RU,1733352567
362,tovuz,40.9922,45.6289,3.58,74,4,1.21,AZ,1733352568
363,alice springs,-23.7,133.8833,32.75,38,2,1.54,AU,1733352569
364,okhotsk,59.3833,143.3,-4.85,95,100,3.95,RU,1733352570
